CO2 Emissions(g/km);Engine Size(L);Fuel Consumption City (L/100 km);Fuel Consumption Hwy (L/100 km);Fuel Consumption Comb (L/100 km);Make;Model;Vehicle Class;Cylinders;Transmission;Fuel Type
295;3;15;10;13;MASERATI;GHIBLI SQ4;MID-SIZE;6;AS8;Z
355;5;18;11;15;MASERATI;GRANTURISMO;SUBCOMPACT;8;AS6;Z
358;5;18;12;15;MASERATI;GRANTURISMO CONVERTIBLE;SUBCOMPACT;8;AS6;Z
340;3;17;12;15;MASERATI;LEVANTE;SUV - STANDARD;6;AS8;Z
346;3;17;12;15;MASERATI;LEVANTE S;SUV - STANDARD;6;AS8;Z
321;4;16;11;14;MASERATI;QUATTROPORTE GTS;FULL-SIZE;8;AS8;Z
300;3;15;10;13;MASERATI;QUATTROPORTE S;FULL-SIZE;6;AS8;Z
301;3;15;10;13;MASERATI;QUATTROPORTE SQ4;FULL-SIZE;6;AS8;Z
179;2;8;7;8;MAZDA;CX-3;COMPACT;4;AS6;X
192;2;9;8;8;MAZDA;CX-3 4WD;COMPACT;4;AS6;X
199;2;9;7;9;MAZDA;CX-5;SUV - SMALL;4;M6;X
204;3;10;8;9;MAZDA;CX-5;SUV - SMALL;4;AS6;X
221;3;10;8;9;MAZDA;CX-5 4WD;SUV - SMALL;4;AS6;X
225;3;11;8;10;MAZDA;CX-9;SUV - SMALL;4;AS6;X
242;3;12;9;10;MAZDA;CX-9 4WD;SUV - SMALL;4;AS6;X
176;2;8;6;8;MAZDA;MAZDA3 4-DOOR;COMPACT;4;AS6;X
175;2;9;6;8;MAZDA;MAZDA3 4-DOOR;COMPACT;4;M6;X
175;2;9;6;8;MAZDA;MAZDA3 4-DOOR (SIL);COMPACT;4;M6;X
182;3;9;7;8;MAZDA;MAZDA3 4-DOOR;COMPACT;4;AS6;X
176;3;9;6;8;MAZDA;MAZDA3 4-DOOR (i-ELOOP);COMPACT;4;AS6;X
194;3;9;7;8;MAZDA;MAZDA3 4-DOOR (SIL);COMPACT;4;M6;X
174;2;8;6;8;MAZDA;MAZDA3 5-DOOR;MID-SIZE;4;AS6;X
178;2;9;6;8;MAZDA;MAZDA3 5-DOOR (SIL);MID-SIZE;4;M6;X
183;3;9;7;8;MAZDA;MAZDA3 5-DOOR;MID-SIZE;4;AS6;X
181;3;9;7;8;MAZDA;MAZDA3 5-DOOR (i-ELOOP);MID-SIZE;4;AS6;X
198;3;10;7;8;MAZDA;MAZDA3 5-DOOR (SIL);MID-SIZE;4;M6;X
226;3;11;8;10;MAZDA;MAZDA5;MINIVAN;4;AS5;X
230;3;11;8;10;MAZDA;MAZDA5;MINIVAN;4;M6;X
187;3;9;7;8;MAZDA;MAZDA6;MID-SIZE;4;AS6;X
186;3;9;7;8;MAZDA;MAZDA6 (i-ELOOP);MID-SIZE;4;AS6;X
196;3;10;7;8;MAZDA;MAZDA6 (SIL);MID-SIZE;4;M6;X
187;2;9;7;8;MAZDA;MX-5;TWO-SEATER;4;AS6;Z
190;2;9;7;8;MAZDA;MX-5 (SIL);TWO-SEATER;4;M6;Z
273;4;13;10;12;MERCEDES-BENZ;AMG C 63;COMPACT;8;AS7;Z
291;4;14;10;12;MERCEDES-BENZ;AMG C 63 CABRIOLET;SUBCOMPACT;8;AS7;Z
285;4;14;10;12;MERCEDES-BENZ;AMG C 63 COUPE;SUBCOMPACT;8;AS7;Z
273;4;13;10;12;MERCEDES-BENZ;AMG C 63 S;COMPACT;8;AS7;Z
291;4;14;10;12;MERCEDES-BENZ;AMG C 63 S CABRIOLET;SUBCOMPACT;8;AS7;Z
285;4;14;10;12;MERCEDES-BENZ;AMG C 63 S COUPE;SUBCOMPACT;8;AS7;Z
221;2;11;8;9;MERCEDES-BENZ;AMG CLA 45;COMPACT;4;AS7;Z
308;6;15;11;13;MERCEDES-BENZ;AMG CLS 63 S 4MATIC;COMPACT;8;AS7;Z
413;6;20;17;19;MERCEDES-BENZ;AMG G 63;SUV - STANDARD;8;AS7;Z
467;6;22;18;20;MERCEDES-BENZ;AMG G 65;SUV - STANDARD;12;AS7;Z
233;2;11;9;10;MERCEDES-BENZ;AMG GLA 45 4MATIC;SUV - SMALL;4;AS7;Z
353;3;17;11;15;MERCEDES-BENZ;AMG GLC 43 4MATIC COUPE;SUV - SMALL;6;A9;Z
281;3;14;10;12;MERCEDES-BENZ;AMG GLE 43 4MATIC;SUV - STANDARD;6;A9;Z
281;3;14;10;12;MERCEDES-BENZ;AMG GLE 43 4MATIC COUPE;SUV - STANDARD;6;A9;Z
363;6;17;14;16;MERCEDES-BENZ;AMG GLE 63 S 4MATIC;SUV - STANDARD;8;AS7;Z
363;6;17;13;15;MERCEDES-BENZ;AMG GLE 63 S 4MATIC COUPE;SUV - STANDARD;8;AS7;Z
369;6;18;14;16;MERCEDES-BENZ;AMG GLS 63;SUV - STANDARD;8;AS7;Z
303;4;15;11;13;MERCEDES-BENZ;AMG GT COUPE;TWO-SEATER;8;AS7;Z
303;4;15;11;13;MERCEDES-BENZ;AMG GT S COUPE;TWO-SEATER;8;AS7;Z
313;6;16;10;13;MERCEDES-BENZ;AMG S 63 4MATIC;FULL-SIZE;8;AS7;Z
322;6;16;11;14;MERCEDES-BENZ;AMG S 63 CABRIOLET;COMPACT;8;AS7;Z
305;6;15;10;13;MERCEDES-BENZ;AMG S 63 COUPE;COMPACT;8;AS7;Z
349;6;18;11;15;MERCEDES-BENZ;AMG S 65;FULL-SIZE;12;AS7;Z
348;6;17;11;14;MERCEDES-BENZ;AMG S 65 CABRIOLET;COMPACT;12;AS7;Z
365;6;19;12;16;MERCEDES-BENZ;AMG S 65 COUPE;COMPACT;12;AS7;Z
298;6;15;10;12;MERCEDES-BENZ;AMG SL 63;TWO-SEATER;8;AS7;Z
340;6;18;11;15;MERCEDES-BENZ;AMG SL 65;TWO-SEATER;12;AS7;Z
234;3;12;8;10;MERCEDES-BENZ;AMG SLC 43;TWO-SEATER;6;A9;Z
179;2;10;7;8;MERCEDES-BENZ;B 250;MID-SIZE;4;AS7;Z
212;2;10;8;9;MERCEDES-BENZ;C 300 4MATIC;COMPACT;4;AS7;Z
222;2;11;8;10;MERCEDES-BENZ;C 300 4MATIC CABRIOLET;SUBCOMPACT;4;A9;Z
218;2;10;8;9;MERCEDES-BENZ;C 300 4MATIC COUPE;SUBCOMPACT;4;AS7;Z
190;2;10;6;8;MERCEDES-BENZ;CLA 250;COMPACT;4;AS7;Z
275;5;14;9;12;MERCEDES-BENZ;CLS 550 4MATIC;COMPACT;8;A9;Z
246;2;11;8;10;MERCEDES-BENZ;E 300 4MATIC;MID-SIZE;4;A9;Z
245;3;12;9;10;MERCEDES-BENZ;E 400 4MATIC;MID-SIZE;6;A9;Z
259;3;12;9;11;MERCEDES-BENZ;E 400 4MATIC WAGON;STATION WAGON - MID-SIZE;6;A9;Z
233;3;12;8;10;MERCEDES-BENZ;E 400 CABRIOLET;SUBCOMPACT;6;AS7;Z
239;3;12;8;10;MERCEDES-BENZ;E 400 COUPE;SUBCOMPACT;6;AS7;Z
275;5;14;9;12;MERCEDES-BENZ;E 550 CABRIOLET;SUBCOMPACT;8;AS7;Z
268;5;13;9;11;MERCEDES-BENZ;E 550 COUPE;SUBCOMPACT;8;AS7;Z
401;4;19;17;18;MERCEDES-BENZ;G 550;SUV - STANDARD;8;AS7;Z
212;2;10;8;9;MERCEDES-BENZ;GLA 250 4MATIC;SUV - SMALL;4;AS7;Z
128;2;14;10;12;MERCEDES-BENZ;GLA 250 4MATIC;SUV - SMALL;4;AS7;E
233;2;11;9;10;MERCEDES-BENZ;GLC 300 4MATIC;SUV - SMALL;4;A9;Z
276;3;13;10;12;MERCEDES-BENZ;GLE 400 4MATIC;SUV - STANDARD;6;A9;Z
318;5;15;11;14;MERCEDES-BENZ;GLE 550 4MATIC;SUV - STANDARD;8;A9;Z
306;3;14;11;13;MERCEDES-BENZ;GLS 450 4MATIC;SUV - STANDARD;6;A9;Z
347;5;17;13;15;MERCEDES-BENZ;GLS 550 4MATIC;SUV - STANDARD;8;A9;Z
359;6;18;11;15;MERCEDES-BENZ;MAYBACH S 600;FULL-SIZE;12;AS7;Z
240;2;11;9;10;MERCEDES-BENZ;METRIS CARGO;SPECIAL PURPOSE VEHICLE;4;AS7;Z
248;2;12;9;11;MERCEDES-BENZ;METRIS PASSENGER;SPECIAL PURPOSE VEHICLE;4;AS7;Z
253;3;13;9;11;MERCEDES-BENZ;S 400 4MATIC SWB;MID-SIZE;6;AS7;Z
280;5;14;9;12;MERCEDES-BENZ;S 550 4MATIC SWB;MID-SIZE;8;A9;Z
280;5;14;9;12;MERCEDES-BENZ;S 550 4MATIC LWB;FULL-SIZE;8;A9;Z
276;5;14;9;12;MERCEDES-BENZ;S 550 4MATIC CABRIOLET;COMPACT;8;A9;Z
278;5;14;9;12;MERCEDES-BENZ;S 550 4MATIC COUPE;COMPACT;8;A9;Z
350;6;18;11;15;MERCEDES-BENZ;S 600;FULL-SIZE;12;AS7;Z
237;3;12;8;10;MERCEDES-BENZ;SL 450;TWO-SEATER;6;A9;Z
275;5;14;10;12;MERCEDES-BENZ;SL 550;TWO-SEATER;8;A9;Z
200;2;10;7;9;MERCEDES-BENZ;SLC 300;TWO-SEATER;4;A9;Z
184;2;9;7;8;MINI;COOPER 3 DOOR;SUBCOMPACT;3;AS6;Z
175;2;9;6;8;MINI;COOPER 3 DOOR;SUBCOMPACT;3;M6;Z
184;2;9;7;8;MINI;COOPER 5 DOOR;SUBCOMPACT;3;AS6;Z
175;2;9;6;8;MINI;COOPER 5 DOOR;SUBCOMPACT;3;M6;Z
197;2;10;7;8;MINI;COOPER CLUBMAN;MID-SIZE;3;AS6;Z
197;2;10;7;8;MINI;COOPER CLUBMAN;MID-SIZE;3;M6;Z
213;2;10;8;9;MINI;COOPER CLUBMAN ALL4;MID-SIZE;3;AS8;Z
214;2;11;7;9;MINI;COOPER CLUBMAN ALL4;MID-SIZE;3;M6;Z
184;2;9;7;8;MINI;COOPER CONVERTIBLE;MINICOMPACT;3;AS6;Z
175;2;9;6;8;MINI;COOPER CONVERTIBLE;MINICOMPACT;3;M6;Z
197;2;10;7;8;MINI;COOPER COUNTRYMAN;MID-SIZE;3;AS6;Z
197;2;10;7;8;MINI;COOPER COUNTRYMAN;MID-SIZE;3;M6;Z
215;2;10;8;9;MINI;COOPER COUNTRYMAN ALL4;MID-SIZE;3;AS8;Z
214;2;11;7;9;MINI;COOPER COUNTRYMAN ALL4;MID-SIZE;3;M6;Z
196;2;9;7;8;MINI;COOPER S 3 DOOR;SUBCOMPACT;4;AS6;Z
210;2;10;7;9;MINI;COOPER S 3 DOOR;SUBCOMPACT;4;M6;Z
196;2;9;7;8;MINI;COOPER S 5 DOOR;SUBCOMPACT;4;AS6;Z
210;2;10;7;9;MINI;COOPER S 5 DOOR;SUBCOMPACT;4;M6;Z
205;2;10;7;9;MINI;COOPER S CLUBMAN;MID-SIZE;4;AS8;Z
220;2;11;8;9;MINI;COOPER S CLUBMAN;MID-SIZE;4;M6;Z
210;2;10;7;9;MINI;COOPER S CLUBMAN ALL4;MID-SIZE;4;AS8;Z
227;2;11;8;10;MINI;COOPER S CLUBMAN ALL4;MID-SIZE;4;M6;Z
196;2;9;7;8;MINI;COOPER S CONVERTIBLE;MINICOMPACT;4;AS6;Z
210;2;10;7;9;MINI;COOPER S CONVERTIBLE;MINICOMPACT;4;M6;Z
213;2;11;7;9;MINI;COOPER S COUNTRYMAN  ALL4;MID-SIZE;4;AS8;Z
227;2;11;8;10;MINI;COOPER S COUNTRYMAN  ALL4;MID-SIZE;4;M6;Z
196;2;9;7;8;MINI;JOHN COOPER WORKS 3 DOOR;SUBCOMPACT;4;AS6;Z
210;2;10;7;9;MINI;JOHN COOPER WORKS 3 DOOR;SUBCOMPACT;4;M6;Z
210;2;10;7;9;MINI;JOHN COOPER WORKS CLUBMAN ALL4;MID-SIZE;4;AS8;Z
227;2;11;8;10;MINI;JOHN COOPER WORKS CLUBMAN ALL4;MID-SIZE;4;M6;Z
196;2;9;7;8;MINI;JOHN COOPER WORKS CONVERTIBLE;MINICOMPACT;4;AS6;Z
220;2;11;8;9;MINI;JOHN COOPER WORKS CONVERTIBLE;MINICOMPACT;4;M6;Z
183;2;9;7;8;MITSUBISHI;LANCER;COMPACT;4;AV6;X
200;2;10;7;9;MITSUBISHI;LANCER;COMPACT;4;M5;X
206;2;10;8;9;MITSUBISHI;LANCER;COMPACT;4;AV6;X
218;2;11;8;9;MITSUBISHI;LANCER;COMPACT;4;M5;X
212;2;10;8;9;MITSUBISHI;LANCER 4WD;COMPACT;4;AV6;X
194;2;9;7;8;MITSUBISHI;LANCER SPORTBACK;STATION WAGON - SMALL;4;AV6;X
205;2;10;7;9;MITSUBISHI;LANCER SPORTBACK;STATION WAGON - SMALL;4;M5;X
141;1;6;6;6;MITSUBISHI;MIRAGE;COMPACT;3;AV;X
150;1;7;6;7;MITSUBISHI;MIRAGE;COMPACT;3;M5;X
149;1;7;6;6;MITSUBISHI;MIRAGE G4;COMPACT;3;AV;X
155;1;7;6;7;MITSUBISHI;MIRAGE G4;COMPACT;3;M5;X
197;2;9;8;8;MITSUBISHI;OUTLANDER;SUV - SMALL;4;AV6;X
211;2;10;8;9;MITSUBISHI;OUTLANDER 4WD;SUV - SMALL;4;AV6;X
242;3;12;9;10;MITSUBISHI;OUTLANDER 4WD;SUV - SMALL;6;AS6;Z
204;2;10;8;9;MITSUBISHI;RVR;SUV - SMALL;4;AV6;X
216;2;10;8;9;MITSUBISHI;RVR;SUV - SMALL;4;M5;X
213;2;10;8;9;MITSUBISHI;RVR 4WD;SUV - SMALL;4;AV6;X
261;4;13;9;11;NISSAN;370Z;TWO-SEATER;6;AS7;Z
269;4;13;9;12;NISSAN;370Z;TWO-SEATER;6;M6;Z
270;4;13;10;12;NISSAN;370Z ROADSTER;TWO-SEATER;6;AS7;Z
278;4;14;10;12;NISSAN;370Z ROADSTER;TWO-SEATER;6;M6;Z
176;3;9;6;8;NISSAN;ALTIMA;MID-SIZE;4;AV;X
214;4;11;7;9;NISSAN;ALTIMA;MID-SIZE;6;AV7;X
183;3;9;7;8;NISSAN;ALTIMA SR;MID-SIZE;4;AV7;X
362;6;18;13;15;NISSAN;ARMADA 4WD;SUV - STANDARD;8;AS7;X
286;3;14;11;12;NISSAN;FRONTIER;PICKUP TRUCK - SMALL;4;A5;X
268;3;12;10;11;NISSAN;FRONTIER;PICKUP TRUCK - SMALL;4;M5;X
304;4;15;11;13;NISSAN;FRONTIER;PICKUP TRUCK - SMALL;6;A5;X
326;4;16;12;14;NISSAN;FRONTIER 4WD;PICKUP TRUCK - SMALL;6;A5;X
317;4;15;12;14;NISSAN;FRONTIER 4WD;PICKUP TRUCK - SMALL;6;M6;X
300;4;15;11;13;NISSAN;GT-R;SUBCOMPACT;6;AM6;Z
189;2;9;8;8;NISSAN;JUKE;STATION WAGON - SMALL;4;AV7;Z
188;2;9;7;8;NISSAN;JUKE;STATION WAGON - SMALL;4;M6;Z
199;2;9;8;8;NISSAN;JUKE AWD;STATION WAGON - SMALL;4;AV7;Z
197;2;9;8;8;NISSAN;JUKE NISMO RS;STATION WAGON - SMALL;4;M6;Z
209;2;10;8;9;NISSAN;JUKE NISMO RS AWD;STATION WAGON - SMALL;4;AV8;Z
225;4;11;8;10;NISSAN;MAXIMA;MID-SIZE;6;AV7;Z
186;2;9;7;8;NISSAN;MICRA;COMPACT;4;A4;X
185;2;9;7;8;NISSAN;MICRA;COMPACT;4;M5;X
230;4;11;8;10;NISSAN;MURANO;STATION WAGON - MID-SIZE;6;AV7;X
232;4;11;8;10;NISSAN;MURANO AWD;STATION WAGON - MID-SIZE;6;AV7;X
220;2;10;9;9;NISSAN;NV200 CARGO VAN;SPECIAL PURPOSE VEHICLE;4;AV;X
240;4;12;9;10;NISSAN;PATHFINDER;SUV - SMALL;6;AV;X
250;4;12;9;11;NISSAN;PATHFINDER 4WD;SUV - SMALL;6;AV;X
258;4;12;9;11;NISSAN;PATHFINDER 4WD PLATINUM;SUV - SMALL;6;AV;X
191;2;9;7;8;NISSAN;QASHQAI;STATION WAGON - SMALL;4;AV;X
216;2;10;8;9;NISSAN;QASHQAI;STATION WAGON - SMALL;4;M6;X
197;2;9;8;8;NISSAN;QASHQAI AWD;STATION WAGON - SMALL;4;AV;X
192;3;9;7;8;NISSAN;ROGUE;SUV - SMALL;4;AV;X
203;3;10;7;9;NISSAN;ROGUE AWD;SUV - SMALL;4;AV;X
193;2;9;7;8;NISSAN;SENTRA (Turbo);MID-SIZE;4;AV7;Z
195;2;9;7;8;NISSAN;SENTRA (Turbo);MID-SIZE;4;M6;Z
171;2;8;6;7;NISSAN;SENTRA;MID-SIZE;4;AV;X
187;2;9;7;8;NISSAN;SENTRA;MID-SIZE;4;M6;X
205;2;9;8;9;NISSAN;SENTRA NISMO;MID-SIZE;4;AV7;Z
204;2;10;8;9;NISSAN;SENTRA NISMO;MID-SIZE;4;M6;Z
312;6;15;11;13;NISSAN;TITAN;PICKUP TRUCK - STANDARD;8;AS7;X
315;6;15;11;13;NISSAN;TITAN 4WD;PICKUP TRUCK - STANDARD;8;AS7;X
333;6;16;12;14;NISSAN;TITAN 4WD PRO-4X;PICKUP TRUCK - STANDARD;8;AS7;X
164;2;8;6;7;NISSAN;VERSA;MID-SIZE;4;AV;X
180;2;9;7;8;NISSAN;VERSA;MID-SIZE;4;M5;X
221;3;11;8;9;PORSCHE;911 CARRERA;MINICOMPACT;6;AM7;Z
237;3;12;8;10;PORSCHE;911 CARRERA;MINICOMPACT;6;M7;Z
227;3;11;8;10;PORSCHE;911 CARRERA CABRIOLET;MINICOMPACT;6;AM7;Z
241;3;12;8;10;PORSCHE;911 CARRERA CABRIOLET;MINICOMPACT;6;M7;Z
226;3;11;8;10;PORSCHE;911 CARRERA S;MINICOMPACT;6;AM7;Z
242;3;12;8;10;PORSCHE;911 CARRERA S;MINICOMPACT;6;M7;Z
228;3;11;8;10;PORSCHE;911 CARRERA S CABRIOLET;MINICOMPACT;6;AM7;Z
243;3;12;8;10;PORSCHE;911 CARRERA S CABRIOLET;MINICOMPACT;6;M7;Z
225;3;11;8;10;PORSCHE;911 CARRERA 4;MINICOMPACT;6;AM7;Z
242;3;12;8;10;PORSCHE;911 CARRERA 4;MINICOMPACT;6;M7;Z
230;3;11;8;10;PORSCHE;911 CARRERA 4 CABRIOLET;MINICOMPACT;6;AM7;Z
246;3;12;9;11;PORSCHE;911 CARRERA 4 CABRIOLET;MINICOMPACT;6;M7;Z
232;3;11;9;10;PORSCHE;911 CARRERA 4S;MINICOMPACT;6;AM7;Z
243;3;12;8;10;PORSCHE;911 CARRERA 4S;MINICOMPACT;6;M7;Z
231;3;11;9;10;PORSCHE;911 CARRERA 4S CABRIOLET;MINICOMPACT;6;AM7;Z
246;3;12;9;11;PORSCHE;911 CARRERA 4S CABRIOLET;MINICOMPACT;6;M7;Z
228;3;11;8;10;PORSCHE;911 TARGA 4;MINICOMPACT;6;AM7;Z
246;3;12;9;11;PORSCHE;911 TARGA 4;MINICOMPACT;6;M7;Z
233;3;11;9;10;PORSCHE;911 TARGA 4S;MINICOMPACT;6;AM7;Z
246;3;12;9;11;PORSCHE;911 TARGA 4S;MINICOMPACT;6;M7;Z
266;4;13;10;11;PORSCHE;911 TURBO;MINICOMPACT;6;AM7;Z
267;4;13;10;11;PORSCHE;911 TURBO CABRIOLET;MINICOMPACT;6;AM7;Z
266;4;13;10;11;PORSCHE;911 TURBO S;MINICOMPACT;6;AM7;Z
267;4;13;10;11;PORSCHE;911 TURBO S CABRIOLET;MINICOMPACT;6;AM7;Z
219;2;11;8;9;PORSCHE;BOXSTER;TWO-SEATER;4;AM7;Z
229;2;11;8;10;PORSCHE;BOXSTER;TWO-SEATER;4;M6;Z
230;3;11;8;10;PORSCHE;BOXSTER S;TWO-SEATER;4;AM7;Z
249;3;12;9;11;PORSCHE;BOXSTER S;TWO-SEATER;4;M6;Z
268;4;13;10;12;PORSCHE;CAYENNE;SUV - STANDARD;6;A8;Z
281;4;14;10;12;PORSCHE;CAYENNE PLATINUM;SUV - STANDARD;6;A8;Z
281;4;14;10;12;PORSCHE;CAYENNE S;SUV - STANDARD;6;A8;Z
296;4;15;10;13;PORSCHE;CAYENNE GTS;SUV - STANDARD;6;A8;Z
334;5;17;11;14;PORSCHE;CAYENNE TURBO;SUV - STANDARD;8;A8;Z
334;5;17;11;14;PORSCHE;CAYENNE TURBO S;SUV - STANDARD;8;A8;Z
219;2;11;8;9;PORSCHE;CAYMAN;TWO-SEATER;4;AM7;Z
229;2;11;8;10;PORSCHE;CAYMAN;TWO-SEATER;4;M6;Z
230;3;11;8;10;PORSCHE;CAYMAN S;TWO-SEATER;4;AM7;Z
249;3;12;9;11;PORSCHE;CAYMAN S;TWO-SEATER;4;M6;Z
248;2;12;9;11;PORSCHE;MACAN;SUV - SMALL;4;A7;Z
285;3;14;10;12;PORSCHE;MACAN S;SUV - SMALL;6;A7;Z
287;3;14;10;12;PORSCHE;MACAN GTS;SUV - SMALL;6;A7;Z
287;4;14;10;12;PORSCHE;MACAN TURBO;SUV - SMALL;6;A7;Z
280;4;14;10;12;RAM;1500 FFV;PICKUP TRUCK - STANDARD;6;A8;X
283;4;20;14;17;RAM;1500 FFV;PICKUP TRUCK - STANDARD;6;A8;E
346;6;17;12;15;RAM;1500;PICKUP TRUCK - STANDARD;8;A6;X
319;6;16;11;14;RAM;1500;PICKUP TRUCK - STANDARD;8;A8;X
278;3;12;9;10;RAM;1500 ECODIESEL;PICKUP TRUCK - STANDARD;6;A8;D
294;4;15;10;13;RAM;1500 4X4 FFV;PICKUP TRUCK - STANDARD;6;A8;X
300;4;21;15;18;RAM;1500 4X4 FFV;PICKUP TRUCK - STANDARD;6;A8;E
361;6;18;13;15;RAM;1500 4X4;PICKUP TRUCK - STANDARD;8;A6;X
328;6;16;12;14;RAM;1500 4X4;PICKUP TRUCK - STANDARD;8;A8;X
289;3;12;9;11;RAM;1500 4X4 ECODIESEL;PICKUP TRUCK - STANDARD;6;A8;D
232;2;11;8;10;RAM;PROMASTER CITY;SPECIAL PURPOSE VEHICLE;4;A9;X
390;7;20;13;17;ROLLS-ROYCE;DAWN;COMPACT;12;AS8;Z
390;7;20;13;17;ROLLS-ROYCE;GHOST;FULL-SIZE;12;AS8;Z
390;7;20;13;17;ROLLS-ROYCE;GHOST EWB;FULL-SIZE;12;AS8;Z
400;7;21;13;17;ROLLS-ROYCE;PHANTOM;FULL-SIZE;12;AS8;Z
400;7;21;13;17;ROLLS-ROYCE;PHANTOM EWB;FULL-SIZE;12;AS8;Z
400;7;21;13;17;ROLLS-ROYCE;PHANTOM COUPE;COMPACT;12;AS8;Z
401;7;21;13;17;ROLLS-ROYCE;PHANTOM DROPHEAD COUPE;COMPACT;12;AS8;Z
375;7;19;13;16;ROLLS-ROYCE;WRAITH;MID-SIZE;12;AS8;Z
152;1;7;6;7;SMART;FORTWO CABRIOLET;TWO-SEATER;3;AM6;Z
200;2;10;7;9;SUBARU;BRZ;MINICOMPACT;4;AS6;Z
228;2;11;8;10;SUBARU;BRZ;MINICOMPACT;4;M6;Z
193;2;9;7;8;SUBARU;CROSSTREK AWD;SUV - SMALL;4;AV6;X
216;2;10;8;9;SUBARU;CROSSTREK AWD;SUV - SMALL;4;M5;X
223;2;10;9;10;SUBARU;FORESTER AWD;SUV - SMALL;4;AV8;Z
196;3;9;7;8;SUBARU;FORESTER AWD;SUV - SMALL;4;AV6;X
228;3;11;8;10;SUBARU;FORESTER AWD;SUV - SMALL;4;M6;X
174;2;8;6;8;SUBARU;IMPREZA 4-DOOR AWD;MID-SIZE;4;AV7;X
208;2;10;8;9;SUBARU;IMPREZA 4-DOOR AWD;MID-SIZE;4;M5;X
176;2;8;7;8;SUBARU;IMPREZA 5-DOOR AWD;STATION WAGON - SMALL;4;AV7;X
211;2;10;8;9;SUBARU;IMPREZA 5-DOOR AWD;STATION WAGON - SMALL;4;M5;X
194;3;9;7;8;SUBARU;LEGACY AWD;MID-SIZE;4;AV6;X
222;3;11;8;10;SUBARU;LEGACY AWD;MID-SIZE;4;M6;X
241;4;12;8;10;SUBARU;LEGACY AWD;MID-SIZE;6;AV6;X
198;3;9;7;8;SUBARU;OUTBACK AWD;SUV - SMALL;4;AV6;X
229;3;11;8;10;SUBARU;OUTBACK AWD;SUV - SMALL;4;M6;X
247;4;12;9;11;SUBARU;OUTBACK AWD;SUV - SMALL;6;AV6;X
255;2;13;10;11;SUBARU;WRX AWD;COMPACT;4;AV8;Z
235;2;11;9;10;SUBARU;WRX AWD;COMPACT;4;M6;Z
285;3;14;10;12;SUBARU;WRX AWD;COMPACT;4;M6;Z
310;4;14;12;13;TOYOTA;4RUNNER 4WD;SUV - STANDARD;6;AS5;X
310;4;14;12;13;TOYOTA;4RUNNER 4WD (Part-Time 4WD);SUV - STANDARD;6;AS5;X
204;2;10;7;9;TOYOTA;86;MINICOMPACT;4;AS6;Z
232;2;11;8;10;TOYOTA;86;MINICOMPACT;4;M6;Z
226;4;11;8;10;TOYOTA;AVALON;MID-SIZE;6;AS6;X
199;3;10;7;9;TOYOTA;CAMRY;MID-SIZE;4;AS6;X
224;4;11;8;10;TOYOTA;CAMRY;MID-SIZE;6;AS6;X
137;3;6;6;6;TOYOTA;CAMRY HYBRID LE;MID-SIZE;4;AV;X
141;3;6;6;6;TOYOTA;CAMRY HYBRID XLE/SE;MID-SIZE;4;AV;X
174;2;8;7;8;TOYOTA;COROLLA;MID-SIZE;4;AV;X
178;2;8;7;8;TOYOTA;COROLLA;MID-SIZE;4;AV7;X
176;2;8;7;8;TOYOTA;COROLLA;MID-SIZE;4;M6;X
163;2;8;6;7;TOYOTA;COROLLA LE ECO (1-mode);MID-SIZE;4;AV;X
168;2;8;6;7;TOYOTA;COROLLA LE ECO (2-mode);MID-SIZE;4;AV;X
176;2;8;7;8;TOYOTA;COROLLA iM;MID-SIZE;4;AV7;X
185;2;9;7;8;TOYOTA;COROLLA iM;MID-SIZE;4;M6;X
243;4;12;9;10;TOYOTA;HIGHLANDER;SUV - SMALL;6;AS8;X
251;4;12;9;11;TOYOTA;HIGHLANDER AWD;SUV - STANDARD;6;AS8;X
247;4;12;9;11;TOYOTA;HIGHLANDER AWD (Start/Stop System);SUV - STANDARD;6;AS8;X
242;4;12;9;10;TOYOTA;HIGHLANDER AWD LE;SUV - STANDARD;6;AS8;X
193;4;8;9;8;TOYOTA;HIGHLANDER HYBRID AWD;SUV - STANDARD;6;AV6;X
105;2;4;5;5;TOYOTA;PRIUS;MID-SIZE;4;AV;X
120;2;5;6;5;TOYOTA;PRIUS c;COMPACT;4;AV;X
135;2;6;6;6;TOYOTA;PRIUS v;STATION WAGON - MID-SIZE;4;AV;X
217;3;10;8;9;TOYOTA;RAV4;SUV - SMALL;4;AS6;X
210;3;10;8;9;TOYOTA;RAV4 LE/XLE;SUV - SMALL;4;AS6;X
222;3;11;8;10;TOYOTA;RAV4 AWD;SUV - SMALL;4;AS6;X
226;3;11;8;10;TOYOTA;RAV4 LIMITED/SE AWD;SUV - SMALL;4;AS6;X
170;3;7;8;7;TOYOTA;RAV4 HYBRID AWD;SUV - SMALL;4;AV6;X
380;6;19;14;17;TOYOTA;SEQUOIA 4WD;SUV - STANDARD;8;AS6;X
255;4;13;9;11;TOYOTA;SIENNA;MINIVAN;6;AS8;X
274;4;13;10;12;TOYOTA;SIENNA AWD;MINIVAN;6;AS8;X
263;3;12;10;11;TOYOTA;TACOMA;PICKUP TRUCK - SMALL;4;AS6;X
268;4;13;10;11;TOYOTA;TACOMA;PICKUP TRUCK - SMALL;6;AS6;X
